NPC_std_1,NPC_std_2,NPC_std_3,NPC_std_4,NPC_std_5,NPC_std_6,NPC_std_7,NPC_std_8,NPC_std_9,NPC_std_10,NPC_std_11,NPC_std_12,NPC_std_13,NPC_std_14,NPC_std_15,NPC_std_16,NPC_std_17,NPC_std_18,NPC_std_19,NPC_std_20,NPC_std_21,NPC_std_22,NPC_std_23,NPC_std_24,NPC_std_25
61.0634699998375,46.5758860129868,40.7062648740952,33.6610035188308,34.7087126935314,34.2072245370231,20.2695000327819,17.5951548354713,12.4625755553852,8.79952151809224,7.17066391993319,4.65973796417104,0,5.15317990738677,6.3118518427012,10.272472156717,11.8022076436215,13.5975036408584,27.0955424572499,41.2168527106137,41.3804873925151,48.3488148224632,55.1221371138674,49.5559226902719,61.8487118531561
46.7439554212205,54.6688355367788,67.0274688388825,72.4241163672637,58.0983512765434,39.049765819097,32.9942179942582,9.70878603718248,7.94719414239026,10.9297999211234,16.3816328470895,5.27057372289024,0,6.18380737767684,17.0030183079048,25.2738162823441,28.0730250746532,24.3813453279346,32.645262411179,61.6938749838776,62.1038180028114,50.8614216329657,28.2775715476343,23.168660774962,29.8767644270858
40.9717168171822,22.9999427916909,21.8571318000857,19.1104132539525,24.7179351036747,27.5307961534371,27.6486889381757,26.2460022018392,21.7797588310073,16.0947850331453,9.76837000894105,7.96439444950891,0,10.2056485907508,7.64525996941896,11.4137497874505,14.0277919633997,20.819778046241,25.4043096219602,17.4744926889693,16.2801137976108,26.7923791207009,32.5758628758359,35.0195434158219,38.2848052860332
59.2040183557981,32.5578028484078,18.9400716944122,19.8660646912213,22.0627693065418,26.7337752074432,25.1555162936482,8.36408361608384,4.99578769933652,4.80432918807282,3.80581272875004,2.30045762037858,0,3.04181386329725,6.6036273923384,5.05860392640208,6.99981202755136,6.61159268971833,10.4458503470844,20.0960849813825,22.5117513172214,32.9104046897346,34.0220903469929,33.6422353597379,38.9294571189857
40.225515599718,32.2037510074117,34.9102232048225,35.3974054951697,31.6784419473327,14.6081267937081,10.1675438218097,8.44969635081952,15.6897552897625,20.1961434567671,17.6261617758197,11.1737474277409,0,17.0759911479308,16.8312835298785,9.77860177282923,7.27938690304414,8.56108084666638,16.45560214958,50.4495579240972,66.6864422423881,72.4047650365637,69.8452989790557,63.2700145158993,58.599982037001
39.1298445798358,30.4129473813547,33.4243450512536,43.6017865399307,56.8373487288624,48.2463797387404,42.9105250246922,28.0255522505332,13.5720300618588,8.55493086501949,9.81620571997358,9.29218687081277,0,7.232237769729,11.2647564040287,17.4491743131452,18.0201641443543,18.1284887749409,21.460551324649,21.3391165406828,19.3044172747014,25.7045459833572,26.3690408583527,42.8533607353704,36.7152628523314
35.8474472408317,46.3284611852096,54.0840233243364,58.5930434167923,54.8629632524721,46.4491515983933,43.4502437761922,28.9418200424303,20.9542735246863,28.0279465796851,32.1683073847537,28.3686261099903,0,31.9249119027759,30.2618397882287,29.9147472873023,23.261612832711,21.1218893692377,18.8076132401077,24.1056337595046,38.606789694642,44.9013831694116,45.0763971380518,45.776660336671,50.6098336606424
18.9355555281036,22.5519283806111,34.8793408918894,31.8054943945887,30.1878330318341,17.4702001916647,31.7372021451167,22.7040455472263,22.7005680429738,12.1095873283592,14.5080739771451,6.351750691117,0,21.399151483424,31.4339323862472,28.0268198620348,23.7588764575751,27.391700625516,23.99446208037,32.4917398409925,53.1784236024546,59.5385766143528,59.1322113661635,49.499043052951,42.864873362942
25.4233108945728,17.6095070016768,12.0807589514113,11.102394241547,11.0466713252645,16.5449149446685,22.7398907556511,33.6115190154553,35.0045109874954,35.9714433522218,39.9853920694467,11.6691225485309,0,24.995736478553,36.133196575128,28.9188974820782,14.8956899453288,9.28836283801006,14.4772053133266,12.953763931769,25.0649682142018,23.8097724297796,18.1701750998138,18.0746988036345,26.216256507426
32.8673570263071,23.0899841580944,26.2530198764176,31.9446890405078,36.0838205469315,27.633694154629,38.2048150726691,15.5999325234708,11.980137069772,10.8821437516502,7.1294422901389,6.45204985786851,0,6.36685496185229,8.22768113395902,9.4334232219386,11.2823803012998,9.73585343486965,10.0414928644783,18.3076055521368,15.187512183231,22.1523433475891,13.0596808214403,19.5558579189809,27.0093063883349
20.3353464634727,19.4353855255386,23.1662185997311,31.5078937477746,40.9305895131592,38.589983701801,33.525912994358,27.8359857965037,20.7295238221899,23.0696884746151,35.2815368444355,29.7809547052793,0,17.4068195952349,48.364188578349,20.1909307415613,15.6813667503153,15.0922601286048,19.1912123530262,19.5428678604376,21.503977600239,22.3397215267948,25.4369706074487,25.1573469440471,23.6164527841347
34.7176581795732,32.1188582087156,32.5922173467677,25.330395720723,16.341422987707,25.4774926470198,23.0109241791578,8.60400763414474,18.672453676895,24.381777060575,14.1118651085569,3.83337147196893,0,16.7114836029159,25.8699175023607,32.9469669556842,27.0851969669198,25.8262921926678,25.0226739283857,22.1231005726451,22.5110499182302,16.9875341291629,15.9982729331045,18.0446084672636,20.1606051496477
59.3229120554347,45.1429309031471,35.0171010853419,24.7290581258056,22.277200995873,22.9495441991201,16.5506399939859,11.6952531981322,10.5775332911939,15.6584431571361,10.8524797069367,8.98697888468,0,12.9387219738191,12.1892964263087,19.9374680333022,17.1767897251832,19.151679876848,27.3693547411584,53.2019736476007,52.8459528899054,37.8935836812847,48.1269155462928,47.319602035965,47.6515863766415
